Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,tip_percent,generous,day,day_name,am_rush,daytime,pm_rush,nighttime,month
15086430,1,2017-02-25 07:41:32,2017-02-25 07:50:26,1,2.0,1,N,170,113,1,9.0,0.0,0.5,1.95,0.0,0.3,11.75,19.897959183673468,0,5,viernes,1,0,0,0,feb
103823476,2,2017-12-08 07:59:11,2017-12-08 08:15:32,1,4.52,1,N,116,239,1,16.5,0.0,0.5,2.0,0.0,0.3,19.3,11.560693641618498,0,4,jueves,1,0,0,0,dec
34535675,2,2017-04-26 11:18:27,2017-04-26 11:24:59,2,1.12,1,N,234,211,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12,24.931506849315074,1,2,martes,0,1,0,0,apr
11969477,2,2017-02-15 17:30:24,2017-02-15 17:35:24,1,0.59,1,N,249,113,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16,20.0,1,2,martes,0,0,1,0,feb
68798000,1,2017-08-14 17:15:32,2017-08-14 17:25:28,1,1.5,1,N,239,230,1,8.5,1.0,0.5,2.55,0.0,0.3,12.85,24.757281553398055,1,0,domingo,0,0,1,0,aug
3377025,2,2017-01-13 02:37:24,2017-01-13 03:17:34,4,8.69,1,N,246,231,1,31.5,0.5,0.5,6.56,0.0,0.3,39.36,20.0,1,4,jueves,0,0,0,1,jan
34839590,2,2017-04-27 07:26:57,2017-04-27 07:28:21,1,0.42,1,N,234,107,1,3.5,0.0,0.5,0.86,0.0,0.3,5.16,20.0,1,3,miércoles,1,0,0,0,apr
25497357,2,2017-03-28 19:10:03,2017-03-28 19:13:20,1,0.8,1,N,151,239,1,4.5,1.0,0.5,1.26,0.0,0.3,7.56,20.0,1,1,lunes,0,0,1,0,mar
69719738,2,2017-08-17 22:06:12,2017-08-17 22:32:06,1,11.07,1,N,138,97,1,32.5,0.5,0.5,6.76,0.0,0.3,40.56,19.999999999999996,0,3,miércoles,0,0,0,1,aug
9517173,1,2017-02-10 11:47:00,2017-02-10 12:09:43,1,2.7,1,N,238,161,1,15.5,0.0,0.5,4.05,0.0,0.3,20.35,24.846625766871163,1,4,jueves,0,1,0,0,feb
19282330,2,2017-03-07 20:19:42,2017-03-07 20:29:08,2,2.51,1,N,229,146,1,10.0,0.5,0.5,3.39,0.0,0.3,14.69,30.000000000000004,1,1,lunes,0,0,0,1,mar
17520716,2,2017-03-03 08:02:59,2017-03-03 08:05:43,1,0.85,1,N,164,170,1,4.5,0.0,0.5,1.59,0.0,0.3,6.89,30.000000000000004,1,4,jueves,1,0,0,0,mar
34663272,2,2017-04-26 18:08:41,2017-04-26 18:11:08,5,0.38,1,N,236,236,1,4.0,1.0,0.5,1.16,0.0,0.3,6.96,20.0,1,2,martes,0,0,1,0,apr
32842627,2,2017-04-21 15:08:21,2017-04-21 15:18:09,1,1.15,1,N,163,100,1,8.0,0.0,0.5,1.76,0.0,0.3,10.56,20.0,1,4,jueves,0,1,0,0,apr
21974063,1,2017-03-17 09:17:05,2017-03-17 09:21:34,1,0.7,1,N,237,236,1,5.0,0.0,0.5,1.15,0.0,0.3,6.95,19.827586206896548,0,4,jueves,1,0,0,0,mar
105212199,2,2017-12-12 11:12:23,2017-12-12 12:01:01,1,3.1,1,N,186,263,1,28.0,0.0,0.5,5.76,0.0,0.3,34.56,19.999999999999996,0,1,lunes,0,1,0,0,dec
74143232,2,2017-09-03 23:15:56,2017-09-03 23:31:25,2,2.96,1,N,161,148,1,13.0,0.5,0.5,2.86,0.0,0.3,17.16,20.0,1,6,sábado,0,0,0,1,sep
105476838,1,2017-12-13 07:06:10,2017-12-13 07:11:40,1,0.8,1,N,142,230,1,5.5,0.0,0.5,1.0,0.0,0.3,7.3,15.873015873015872,0,2,martes,1,0,0,0,dec
68455717,2,2017-08-13 03:50:10,2017-08-13 03:53:43,2,0.95,1,N,68,246,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3,15.873015873015872,0,6,sábado,0,0,0,1,aug
34401650,2,2017-04-25 22:20:43,2017-04-25 22:25:28,4,1.02,1,N,166,24,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,20.0,1,1,lunes,0,0,0,1,apr
36762559,2,2017-05-01 09:42:27,2017-05-01 09:47:29,1,0.78,1,N,13,231,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,17.24137931034483,0,0,domingo,1,0,0,0,may
48053276,2,2017-06-03 18:55:02,2017-06-03 19:03:22,6,1.16,1,N,234,230,1,7.0,0.0,0.5,1.95,0.0,0.3,9.75,25.0,1,5,viernes,0,0,1,0,jun
30892521,1,2017-04-16 02:43:35,2017-04-16 03:04:48,3,4.3,1,N,249,255,1,17.5,0.5,0.5,2.22,0.0,0.3,21.02,11.808510638297873,0,6,sábado,0,0,0,1,apr
15158530,1,2017-02-25 13:04:27,2017-02-25 13:15:41,1,1.9,1,N,107,161,1,9.5,0.0,0.5,2.55,0.0,0.3,12.85,24.757281553398055,1,5,viernes,0,1,0,0,feb
22166926,2,2017-03-17 22:00:41,2017-03-17 22:22:57,2,11.2,1,N,138,180,1,31.5,0.5,0.5,6.56,0.0,0.3,39.36,20.0,1,4,jueves,0,0,0,1,mar
97134848,2,2017-11-16 09:31:00,2017-11-16 09:43:17,2,1.02,1,N,48,161,1,8.5,0.0,0.5,1.86,0.0,0.3,11.16,20.0,1,3,miércoles,1,0,0,0,nov
90957858,2,2017-10-28 04:16:54,2017-10-28 04:33:06,3,5.11,1,N,79,74,1,16.5,0.5,0.5,5.34,0.0,0.3,23.14,30.0,1,5,viernes,0,0,0,1,oct
79283387,2,2017-09-20 23:46:44,2017-09-20 23:54:08,1,1.9,1,N,249,164,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,20.0,1,2,martes,0,0,0,1,sep
64344057,1,2017-07-29 13:27:34,2017-07-29 13:36:28,1,1.6,1,N,249,186,1,8.0,0.0,0.5,1.0,0.0,0.3,9.8,11.363636363636363,0,5,viernes,0,1,0,0,jul
81447972,1,2017-09-28 07:17:44,2017-09-28 07:21:35,1,0.9,1,N,237,162,1,5.0,0.0,0.5,1.0,0.0,0.3,6.8,17.24137931034483,0,3,miércoles,1,0,0,0,sep
69751803,2,2017-08-18 01:17:32,2017-08-18 01:34:48,1,4.96,1,N,114,257,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,20.0,1,4,jueves,0,0,0,1,aug
16215929,1,2017-02-28 18:02:05,2017-02-28 18:13:30,1,4.9,1,N,87,170,1,16.0,1.0,0.5,5.3,0.0,0.3,23.1,29.775280898876407,1,1,lunes,0,0,1,0,feb
60107150,2,2017-07-15 00:28:27,2017-07-15 00:37:09,2,1.62,1,N,125,87,1,8.0,0.5,0.5,1.0,0.0,0.3,10.3,10.75268817204301,0,5,viernes,0,0,0,1,jul
87475909,1,2017-10-17 14:29:39,2017-10-17 15:00:14,1,13.8,1,N,138,51,1,39.0,0.0,0.5,9.1,5.76,0.3,54.66,19.97366110623354,0,1,lunes,0,1,0,0,oct
10038766,1,2017-02-11 19:09:12,2017-02-11 19:32:20,1,1.7,1,N,249,107,1,14.5,0.0,0.5,1.0,0.0,0.3,16.3,6.535947712418301,0,5,viernes,0,0,1,0,feb
53636202,2,2017-06-23 19:53:53,2017-06-23 20:00:57,2,0.88,1,N,170,234,1,6.5,1.0,0.5,0.5,0.0,0.3,8.8,6.024096385542168,0,4,jueves,0,0,1,0,jun
20414683,2,2017-03-26 20:06:55,2017-03-26 20:14:43,1,1.46,1,N,186,233,1,7.0,0.5,0.5,1.24,0.0,0.3,9.54,14.939759036144581,0,6,sábado,0,0,0,1,mar
63683638,2,2017-07-27 10:10:04,2017-07-27 10:23:13,1,1.66,1,N,163,100,1,10.0,0.0,0.5,1.2,0.0,0.3,12.0,11.11111111111111,0,3,miércoles,0,1,0,0,jul
105056260,2,2017-12-11 20:04:27,2017-12-11 20:16:10,1,1.63,1,N,161,234,1,9.5,0.5,0.5,2.16,0.0,0.3,12.96,20.0,1,0,domingo,0,0,0,1,dec
97913057,1,2017-11-18 13:04:54,2017-11-18 13:39:53,1,10.0,1,N,230,138,1,34.5,0.0,0.5,7.05,0.0,0.3,42.35,19.97167138810198,0,5,viernes,0,1,0,0,nov
11538055,2,2017-02-07 08:56:08,2017-02-07 09:07:32,1,0.72,1,N,211,231,1,8.0,0.0,0.5,0.0,0.0,0.3,8.8,0.0,0,1,lunes,1,0,0,0,feb
26548374,2,2017-03-31 20:18:22,2017-03-31 20:50:17,3,9.67,1,N,138,232,1,31.0,0.5,0.5,8.08,0.0,0.3,40.38,25.01547987616099,1,4,jueves,0,0,0,1,mar
44715204,1,2017-05-24 20:46:11,2017-05-24 21:02:29,1,2.3,1,N,161,246,1,12.5,0.5,0.5,2.75,0.0,0.3,16.55,19.92753623188406,0,2,martes,0,0,0,1,may
12031574,1,2017-02-15 20:16:09,2017-02-15 20:39:44,1,4.7,1,N,256,181,1,18.5,0.5,0.5,3.0,0.0,0.3,22.8,15.151515151515152,0,2,martes,0,0,0,1,feb
47959795,1,2017-06-03 14:24:57,2017-06-03 15:31:48,1,18.0,2,N,132,163,1,52.0,0.0,0.5,0.0,0.0,0.3,52.8,0.0,0,5,viernes,0,1,0,0,jun
97525570,2,2017-11-17 12:01:00,2017-11-17 12:24:22,6,6.25,1,N,231,107,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,20.0,1,4,jueves,0,1,0,0,nov
26670402,2,2017-04-01 02:56:51,2017-04-01 03:00:35,6,0.63,1,N,255,255,1,4.5,0.5,0.5,1.16,0.0,0.3,6.96,20.0,1,5,viernes,0,0,0,1,apr
88901446,1,2017-10-21 19:27:11,2017-10-21 19:34:31,2,1.3,1,N,75,74,1,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0.0,0,5,viernes,0,0,1,0,oct
110361673,2,2017-12-29 17:22:05,2017-12-29 17:32:05,6,3.22,1,N,138,223,1,11.5,1.0,0.5,3.32,0.0,0.3,16.62,24.96240601503759,1,4,jueves,0,0,1,0,dec
81142873,2,2017-09-27 09:10:06,2017-09-27 09:16:56,2,1.09,1,N,74,41,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,13.698630136986301,0,2,martes,1,0,0,0,sep
86756559,1,2017-10-15 01:04:26,2017-10-15 01:09:50,1,1.1,1,N,158,125,1,5.5,0.5,0.5,1.35,0.0,0.3,8.15,19.852941176470587,0,6,sábado,0,0,0,1,oct
53595206,2,2017-06-23 17:55:36,2017-06-23 18:29:34,1,2.73,1,N,237,246,1,20.5,1.0,0.5,4.46,0.0,0.3,26.76,20.0,1,4,jueves,0,0,1,0,jun
18128086,2,2017-03-04 16:40:16,2017-03-04 16:56:11,5,2.85,1,N,164,236,1,12.5,0.0,0.5,1.0,0.0,0.3,14.3,7.518796992481203,0,5,viernes,0,0,1,0,mar
28844177,2,2017-04-07 13:53:14,2017-04-07 13:59:27,2,0.83,1,N,230,163,1,6.0,0.0,0.5,0.7,0.0,0.3,7.5,10.294117647058822,0,4,jueves,0,1,0,0,apr
108611319,1,2017-12-22 11:49:37,2017-12-22 12:21:07,1,4.2,1,N,262,186,1,22.0,0.0,0.5,4.56,0.0,0.3,27.36,20.0,1,4,jueves,0,1,0,0,dec
103389639,1,2017-12-06 22:49:28,2017-12-06 22:53:36,1,0.5,1,N,161,230,1,4.5,0.5,0.5,2.0,0.0,0.3,7.8,34.48275862068966,1,2,martes,0,0,0,1,dec
40519150,2,2017-05-19 08:05:49,2017-05-19 08:20:09,1,1.71,1,N,229,263,1,10.5,0.0,0.5,2.26,0.0,0.3,13.56,19.999999999999996,0,4,jueves,1,0,0,0,may
22567251,1,2017-03-18 23:23:48,2017-03-18 23:43:44,2,4.1,1,N,48,232,1,17.5,0.5,0.5,3.75,0.0,0.3,22.55,19.9468085106383,0,5,viernes,0,0,0,1,mar
105298274,2,2017-12-12 16:50:38,2017-12-12 16:56:27,1,1.08,1,N,142,238,1,6.0,1.0,0.5,1.17,0.0,0.3,8.97,14.999999999999996,0,1,lunes,0,0,1,0,dec
61164590,2,2017-07-18 19:11:53,2017-07-18 19:23:35,1,0.95,1,N,68,161,1,8.5,1.0,0.5,2.0,0.0,0.3,12.3,19.41747572815534,0,1,lunes,0,0,1,0,jul
90236,2,2017-01-08 02:59:32,2017-01-08 03:04:25,1,1.71,1,N,263,74,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,12.82051282051282,0,6,sábado,0,0,0,1,jan
60784846,2,2017-07-17 14:20:31,2017-07-17 14:24:40,1,0.67,1,N,236,236,1,4.5,0.0,0.5,1.06,0.0,0.3,6.36,20.0,1,0,domingo,0,1,0,0,jul
69418623,1,2017-08-16 21:37:16,2017-08-16 21:42:40,2,1.1,1,N,50,239,1,6.0,0.5,0.5,1.45,0.0,0.3,8.75,19.863013698630137,0,2,martes,0,0,0,1,aug
87700308,1,2017-10-18 07:42:38,2017-10-18 07:49:21,1,1.4,1,N,144,107,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,19.863013698630137,0,2,martes,1,0,0,0,oct
105225388,2,2017-12-12 12:32:11,2017-12-12 12:35:27,1,0.55,1,N,237,237,1,4.0,0.0,0.5,1.2,0.0,0.3,6.0,25.0,1,1,lunes,0,1,0,0,dec
30302498,2,2017-04-14 12:49:44,2017-04-14 12:58:24,1,1.39,1,N,262,140,1,8.0,0.0,0.5,2.2,0.0,0.3,11.0,25.0,1,4,jueves,0,1,0,0,apr
21421694,1,2017-03-15 15:42:07,2017-03-15 15:46:27,1,0.5,1,N,236,263,1,4.5,0.0,0.5,1.05,0.0,0.3,6.35,19.81132075471698,0,2,martes,0,1,0,0,mar
40625329,2,2017-05-19 14:10:22,2017-05-19 14:28:56,1,1.57,1,N,234,170,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,20.0,1,4,jueves,0,1,0,0,may
77799198,2,2017-09-15 22:13:28,2017-09-15 22:15:57,2,1.03,1,N,239,142,1,5.0,0.5,0.5,1.26,0.0,0.3,7.56,20.0,1,4,jueves,0,0,0,1,sep
100891894,1,2017-11-29 11:13:29,2017-11-29 11:47:12,1,2.8,1,N,238,162,1,20.5,0.0,0.5,3.2,0.0,0.3,24.5,15.023474178403756,0,2,martes,0,1,0,0,nov
2192249,2,2017-01-22 00:35:47,2017-01-22 01:05:47,2,6.14,1,N,234,17,1,24.5,0.5,0.5,0.0,0.0,0.3,25.8,0.0,0,6,sábado,0,0,0,1,jan
104881101,1,2017-12-11 10:21:18,2017-12-11 11:14:57,1,15.6,1,N,138,88,1,51.5,0.0,0.5,11.6,5.76,0.3,69.66,19.979331725800897,0,0,domingo,0,1,0,0,dec
89734054,1,2017-10-24 15:21:41,2017-10-24 15:39:40,1,1.5,1,N,164,249,1,12.5,0.0,0.5,3.95,0.0,0.3,17.25,29.69924812030075,1,1,lunes,0,1,0,0,oct
102736483,1,2017-12-04 23:16:21,2017-12-04 23:37:01,1,7.0,1,N,68,42,1,23.0,0.5,0.5,3.0,0.0,0.3,27.3,12.345679012345679,0,0,domingo,0,0,0,1,dec
33008628,1,2017-04-21 23:15:54,2017-04-21 23:27:41,1,2.6,1,N,263,142,1,11.0,0.5,0.5,3.0,0.0,0.3,15.3,24.390243902439025,1,4,jueves,0,0,0,1,apr
36249376,1,2017-04-29 13:29:04,2017-04-29 13:48:15,1,3.1,1,N,236,107,1,15.0,0.0,0.5,1.0,0.0,0.3,16.8,6.329113924050632,0,5,viernes,0,1,0,0,apr
36112655,1,2017-04-12 20:13:55,2017-04-12 20:30:59,1,2.1,1,N,234,237,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,19.924812030075188,0,2,martes,0,0,0,1,apr
55595577,2,2017-06-07 07:55:31,2017-06-07 08:10:37,1,4.67,1,N,87,233,1,17.0,0.0,0.5,3.56,0.0,0.3,21.36,20.0,1,2,martes,1,0,0,0,jun
24037637,2,2017-03-22 22:55:41,2017-03-22 23:18:02,1,4.31,1,N,79,263,1,17.5,0.5,0.5,3.76,0.0,0.3,22.56,20.0,1,2,martes,0,0,0,1,mar
83555638,2,2017-10-05 00:02:28,2017-10-05 00:13:38,2,2.34,1,N,234,148,1,10.5,0.5,0.5,2.36,0.0,0.3,14.16,20.0,1,3,miércoles,0,0,0,1,oct
30653079,2,2017-04-15 12:08:51,2017-04-15 12:27:40,6,2.84,1,N,239,90,1,14.0,0.0,0.5,2.96,0.0,0.3,17.76,20.0,1,5,viernes,0,1,0,0,apr
60365918,1,2017-07-15 22:34:32,2017-07-15 23:02:01,1,3.9,1,N,230,158,1,19.0,0.5,0.5,0.0,0.0,0.3,20.3,0.0,0,5,viernes,0,0,0,1,jul
32275680,1,2017-04-20 07:13:18,2017-04-20 07:29:07,1,3.3,1,N,100,236,1,13.5,0.0,0.5,2.85,0.0,0.3,17.15,19.930069930069934,0,3,miércoles,1,0,0,0,apr
69354084,1,2017-08-16 18:31:15,2017-08-16 18:37:37,1,1.4,1,N,186,50,1,6.5,1.0,0.5,1.65,0.0,0.3,9.95,19.879518072289155,0,2,martes,0,0,1,0,aug
50025355,2,2017-06-13 19:04:30,2017-06-13 19:09:05,3,0.47,1,N,161,161,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16,20.0,1,1,lunes,0,0,1,0,jun
58203678,2,2017-07-08 14:42:21,2017-07-08 15:00:29,3,2.3,1,N,142,186,1,13.0,0.0,0.5,2.76,0.0,0.3,16.56,20.0,1,5,viernes,0,1,0,0,jul
109812389,2,2017-12-27 17:40:19,2017-12-27 18:01:03,1,8.32,1,N,138,116,1,25.5,1.0,0.5,5.0,5.76,0.3,38.06,15.12401693889897,0,2,martes,0,0,1,0,dec
8149506,2,2017-02-03 20:40:17,2017-02-03 20:44:15,2,0.95,1,N,161,237,1,5.5,0.5,0.5,1.02,0.0,0.3,7.82,15.0,0,4,jueves,0,0,0,1,feb
1731352,2,2017-01-20 19:57:42,2017-01-20 20:05:12,1,0.66,1,N,100,186,1,6.5,0.5,0.5,1.0,0.0,0.3,8.8,12.82051282051282,0,4,jueves,0,0,1,0,jan
49136402,1,2017-06-07 22:52:36,2017-06-07 23:07:32,1,3.8,1,N,186,13,1,14.5,0.5,0.5,3.15,0.0,0.3,18.95,19.936708860759495,0,2,martes,0,0,0,1,jun
36994607,1,2017-05-01 22:09:25,2017-05-01 22:22:08,1,2.4,1,N,239,262,1,11.0,0.5,0.5,3.05,0.0,0.3,15.35,24.79674796747967,1,0,domingo,0,0,0,1,may
43435021,2,2017-05-15 08:22:26,2017-05-15 08:57:04,2,4.24,1,N,43,186,1,22.5,0.0,0.5,4.66,0.0,0.3,27.96,20.0,1,0,domingo,1,0,0,0,may
92139496,1,2017-10-31 22:24:38,2017-10-31 22:46:52,1,2.4,1,N,79,186,1,15.0,0.5,0.5,3.25,0.0,0.3,19.55,19.938650306748464,0,1,lunes,0,0,0,1,oct
70629213,1,2017-08-21 12:40:25,2017-08-21 13:12:31,3,15.2,1,N,264,264,1,42.5,0.0,0.5,5.0,0.0,0.3,48.3,11.547344110854505,0,0,domingo,0,1,0,0,aug
46127698,1,2017-05-29 21:48:43,2017-05-29 21:57:47,2,2.5,1,N,234,231,1,9.5,0.5,0.5,1.5,0.0,0.3,12.3,13.888888888888888,0,0,domingo,0,0,0,1,may
75002196,2,2017-09-07 08:10:12,2017-09-07 08:15:38,1,0.99,1,N,79,249,1,6.0,0.0,0.5,3.0,0.0,0.3,9.8,44.11764705882352,1,3,miércoles,1,0,0,0,sep
83762805,1,2017-10-05 18:49:25,2017-10-05 19:01:35,2,2.2,1,N,50,239,1,10.5,1.0,0.5,1.6,0.0,0.3,13.9,13.008130081300811,0,3,miércoles,0,0,1,0,oct
77753688,1,2017-09-15 19:17:58,2017-09-15 19:54:54,2,3.3,1,N,229,68,1,22.0,1.0,0.5,4.75,0.0,0.3,28.55,19.95798319327731,0,4,jueves,0,0,1,0,sep
18619229,2,2017-03-05 19:53:21,2017-03-05 19:55:53,1,0.43,1,N,249,158,1,4.0,0.0,0.5,0.96,0.0,0.3,5.76,20.0,1,6,sábado,0,0,1,0,mar
4925500,1,2017-01-25 18:33:16,2017-01-25 18:55:51,1,3.2,1,N,162,239,1,16.0,1.0,0.5,2.0,0.0,0.3,19.8,11.235955056179774,0,2,martes,0,0,1,0,jan
68488132,2,2017-08-13 10:01:30,2017-08-13 10:22:20,6,10.01,1,N,237,138,1,29.0,0.0,0.5,8.89,5.76,0.3,44.45,25.0,1,6,sábado,0,1,0,0,aug
35665572,1,2017-04-11 16:13:04,2017-04-11 16:18:29,1,0.8,1,N,151,238,1,6.0,1.0,0.5,2.3,0.0,0.3,10.1,29.48717948717949,1,1,lunes,0,0,1,0,apr
